,10_6_5_11,9_6_5_11,purep53,JMS8-2,JMS8-3,JMS8-4,JMS8-5,JMS9-P7c,JMS9-P8c
791278,0,0,0,0,0,0,0,0,0
208618,7194,11975,8768,10233,23426,14310,12642,5975,4424
71435,8721,6507,9601,9663,18541,17251,10700,4413,6380
433408,155,175,285,324,323,197,274,81,86
71233,78,252,122,139,344,149,223,199,87
208967,162,616,69,160,1036,285,100,483,129
241263,0,0,0,0,0,2,0,0,0
100038625,0,0,0,0,0,0,0,0,0
667663,0,0,0,0,0,0,0,0,0
100041703,44,58,92,26,60,45,33,9,17
14417,0,0,0,0,0,1,0,0,0
100628608,0,0,0,0,0,0,0,0,0
54519,10,22,419,490,23,75,305,6,13
56075,133,144,431,303,301,352,349,71,76
11308,4779,4361,4699,3928,8848,8089,4444,2986,2849
74159,1455,2159,3193,2182,4198,3426,2900,1610,1127
67121,65,108,784,442,167,115,428,39,27
27377,3661,4299,6622,4446,8992,7741,6208,3264,2775
70981,3,3,1,7,6,6,5,0,2
18232,0,0,0,0,0,0,0,0,0
76857,250,338,608,459,597,455,580,261,146
100504187,74,74,129,124,226,124,98,58,56
140483,51,10,41,58,55,144,45,11,35
227606,0,0,0,0,1,0,0,0,0
69677,0,0,1,0,0,0,0,0,0
215257,1,1,3,0,4,9,1,12,0
54448,5,2,0,1,16,5,0,0,1
54450,1,0,0,0,4,1,0,9,4
215274,0,1,1,5,0,4,0,1,0
16181,1127,300,98,74,869,2247,119,85,202
215632,224,900,247,286,1635,505,205,701,232
18510,1,3,110,109,12,8,49,3,3
100504544,0,0,1,0,0,0,1,0,0
12287,1,0,10,3,2,3,14,1,2
77683,2713,3271,4199,3869,6203,3289,3220,2318,1795
215705,3309,3504,857,860,6788,5147,936,2711,2318
67187,377,418,1040,875,1252,893,919,222,218
67228,225,459,371,421,718,313,305,331,187
107733,285,625,1087,761,1145,621,637,333,198
241274,1483,1116,622,621,2798,1979,564,783,887
100502743,6,5,20,2,10,2,8,1,5
56876,3447,2650,3960,3501,6277,5500,4959,1489,2188
72090,24,11,7,6,33,40,8,3,11
241275,1,5,0,1,10,4,0,6,1
67122,635,457,321,586,1500,1509,340,260,346
227612,392,666,307,431,1421,546,249,442,250
58202,1736,2377,3066,2582,4599,2971,2432,1402,1129
74472,1,14,14,34,9,9,21,6,5
68222,5,6,27,53,9,19,17,5,2
227613,5023,8428,12819,13162,27057,19289,10549,4665,3751
142681,6,42,0,1,42,9,0,11,2
329360,3,67,0,1,136,17,0,23,4
67859,39,370,4,1,460,100,2,162,40
68846,169,691,31,33,1235,331,38,363,150
78797,1444,2235,1192,1033,4031,2580,1124,1362,1020
227615,181,291,242,190,423,178,123,151,81
97031,1653,989,634,677,2337,2120,425,618,916
68475,408,774,1484,1029,1311,637,796,490,291
99152,3734,4173,6044,5354,7380,5390,4672,2313,2213
78217,0,7,0,0,4,1,1,1,0
227618,80,301,7,10,472,191,4,250,94
14810,10,13,8,6,21,10,4,8,3
320354,4,14,0,1,9,10,1,13,5
100272219,18,20,20,28,22,14,16,7,9
227619,2185,4049,4075,3531,8143,4140,3305,2352,1337
83768,131,435,856,801,963,369,781,303,125
227620,1279,1343,681,577,2144,1614,475,728,621
72080,17,44,497,245,70,23,175,17,16
12496,672,656,461,496,1373,975,507,385,306
18146,2823,4275,2985,2724,8225,4737,2654,2295,1594
14347,1,2,55,49,6,7,40,2,1
11305,2315,3037,4220,4417,7003,4678,3581,1762,1438
100526555,0,0,0,0,0,0,0,0,0
69454,53,125,50,35,136,87,82,76,32
227622,460,796,506,404,1199,757,395,454,409
19215,3,4,4,8,13,7,7,0,3
100503942,0,0,0,0,0,0,0,0,0
77701,4,0,0,0,2,8,0,1,1
69379,24,46,48,36,74,47,31,30,28
30839,975,1865,2188,2136,3154,1544,1671,1186,621
22030,2889,2859,2248,1927,5629,4015,2079,1788,1490
59022,1640,2926,3927,3620,6169,3471,3082,1479,1126
381352,249,138,358,336,425,500,402,101,185
75454,1081,1279,3350,2269,2678,1688,2259,621,644
381353,10,7,221,261,48,32,204,6,6
227624,2644,3153,4768,4079,6890,4890,3972,1972,1589
77058,1,2,4,6,9,1,3,3,1
51875,339,584,382,387,992,550,278,298,207
14133,7,39,33,19,49,27,33,31,17
78076,0,0,1,0,0,1,1,1,2
13863,0,0,0,0,0,0,0,0,0
620709,0,0,0,0,0,0,0,0,0
332578,0,0,0,0,0,0,2,0,0
227627,0,1,6,3,2,0,6,0,0
107771,97,303,414,403,638,221,502,193,97
383678,0,1,0,0,2,0,1,0,1
16820,0,0,0,0,0,0,0,0,0
227630,0,0,0,0,0,0,0,0,0
620858,0,0,0,0,0,0,0,0,0
71103,0,0,0,1,0,0,0,0,0
77704,0,0,2,0,0,0,1,0,0
227631,0,0,1,1,0,0,1,0,0
227632,2,1,5,10,6,3,11,1,2
227634,1144,1387,5058,4581,3893,2426,5876,953,851
98766,318,447,1332,1117,891,499,1027,293,250
67991,539,736,3844,4199,1488,804,3319,355,274
109299,921,1927,3469,3246,3678,1497,2390,1089,528
100504023,0,0,0,0,0,0,0,0,0
16871,1,1,0,5,0,0,0,0,1
227638,245,605,1138,1103,1245,527,729,332,201
77481,6,1,1358,1341,11,25,1822,2,5
329366,6,0,814,1041,4,29,1278,2,3
67839,374,661,2755,2676,1034,678,2293,404,302
52838,374,623,1158,632,1236,643,644,296,197
332579,33,7,14,19,33,77,25,2,33
227644,1183,1223,1436,1497,2217,1669,1361,876,840
68112,1940,2083,2969,2602,5499,4902,3625,1504,1578
66865,2099,2881,3746,2600,6057,4433,2865,1485,1317
64436,942,1573,1790,1845,2915,1678,1579,1103,606
227648,6641,10395,10908,10897,24698,15577,14688,7007,4828
100125929,15,43,32,22,51,22,20,12,7
18128,15653,5795,5414,4776,10750,11491,4752,4022,7317
353156,14,131,243,191,293,89,209,117,23
387145,0,0,0,0,0,0,1,0,1
67512,464,731,258,352,1474,860,203,418,272
56279,14,66,265,327,147,34,130,48,12
72091,144,151,191,104,267,249,133,120,114
100306955,9,13,14,9,15,23,14,7,5
100306954,7,8,14,10,22,17,12,13,8
329369,0,0,0,0,1,0,0,0,0
100039446,0,0,0,1,0,0,0,0,0
16821,0,0,0,0,0,0,0,0,0
80908,0,3,0,0,36,10,2,11,5
20935,912,822,2700,1984,2196,1699,2980,576,561
20933,2231,2561,5892,4495,6463,4694,5697,1522,1236
27176,4475,4491,7847,7370,11818,9107,6952,2627,2942
20930,997,1142,1145,1243,2162,1400,1013,790,637
20931,474,606,1925,1659,1288,859,1854,486,370
20932,9860,10534,17996,15705,28562,22158,15206,5544,5700
279029,37,21,22,27,58,111,19,8,22
227656,1284,1200,2022,1603,2705,2110,2028,837,826
279028,106,24,2,4,97,129,8,12,55
381356,1036,1409,1266,1172,3248,2089,1309,828,602
227659,22,10,37,62,34,49,48,6,12
66139,1,0,0,0,0,0,0,0,0
77794,2,5,21,22,11,15,34,2,7
109349,0,0,0,0,0,0,1,0,0
329371,0,0,0,0,0,0,0,0,0
13166,0,0,2,3,1,0,1,1,0
192166,608,370,3093,2427,1040,989,2333,157,281
22325,2097,1366,2475,2198,3577,3223,1866,849,1232
100504116,4,20,52,61,40,14,17,14,11
67382,1413,1782,4253,4537,3976,2207,3322,1169,892
140858,2188,1968,4472,3903,5530,4332,4313,1341,1341
20181,3487,3661,6811,6816,7056,4747,4900,2578,1929
12831,407,734,10290,10676,402,2541,11174,146,406
100038452,1,3,11,16,1,1,14,0,2
14134,0,0,0,0,0,0,0,0,0
100862306,0,0,0,0,0,0,0,0,0
100504177,0,0,0,0,0,0,0,0,0
56177,65,318,651,860,561,213,765,199,90
241289,441,421,528,842,962,706,494,246,232
69327,3,19,58,39,27,14,39,19,7
118451,546,605,1173,1083,1790,1372,1273,453,369
227671,12,9,1,4,19,34,3,1,4
19730,20910,27123,50330,39036,72702,47086,55744,17053,15214
12613,2433,1222,106,134,5517,4676,89,453,1313
70239,2151,2124,1935,1643,5069,3368,1544,1114,1225
14582,1,2,0,1,1,2,0,0,0
64930,2632,2318,2149,1770,4399,3782,1964,1354,1459
69987,0,3,3,0,3,1,2,0,0
68870,2,1,8,3,0,5,7,0,1
100526498,0,0,0,0,0,0,0,0,0
269252,1894,1881,5308,5060,5995,4409,6098,1087,1132
227674,308,402,657,570,960,662,770,227,166
54422,4,3,4,4,6,7,6,0,1
329375,5,4,15,17,15,11,13,3,3
22130,550,940,566,584,1940,953,549,794,386
269254,2560,4643,4744,3913,9750,6000,4374,2996,1937
171171,3,7,707,743,6,12,770,2,4
76220,2,8,754,906,13,20,713,5,4
68975,254,392,822,869,752,476,650,224,212
107746,3689,3672,9362,9386,9256,6603,7482,2025,1805
433416,12,18,16,19,43,15,9,8,15
227682,227,469,612,471,881,513,351,275,133
227683,278,500,719,526,1011,507,437,247,163
26569,1367,1801,1940,1756,4185,3288,1440,832,720
68205,1064,1367,2053,1576,2633,1620,1404,741,587
723904,1,0,2,2,0,0,0,0,0
70319,9,56,16,14,48,28,18,38,10
99151,235,482,618,714,621,292,495,244,160
18286,1436,2133,5445,4444,4208,2571,4831,1181,938
74412,2811,4625,3146,3139,8072,4280,2403,2556,1590
20740,30484,35095,49256,49994,76183,55097,55911,21006,18649
71820,418,716,1201,972,1280,609,774,386,259
56086,2047,2795,10352,7795,7346,4488,7990,1933,1304
263803,79,201,349,320,310,150,322,130,57
66220,50,210,159,111,315,107,63,112,41
227693,707,1121,2349,2628,2264,1075,2304,649,429
70296,883,1121,725,631,2104,1196,500,625,436
13804,97,95,236,176,217,154,133,43,30
227695,562,626,814,654,1050,619,609,389,278
70266,1255,1640,743,633,3166,2316,654,1226,880
67350,7,17,16,18,22,18,27,7,6
241296,3721,2474,5546,5286,6164,5020,7888,1251,1666
227696,483,492,360,399,873,552,507,259,257
227697,258,295,483,409,636,519,467,166,131
227699,2182,3010,6538,6156,5988,3654,5481,1533,1226
227700,1030,2980,2205,2360,5079,2104,1648,1985,868
108958,499,1030,1757,1818,1946,734,1159,674,271
57170,204,447,483,529,795,411,327,260,156
12908,678,1111,1030,1265,2411,1432,919,674,481
100862338,4,15,3,1,15,13,1,5,3
110854,2662,4949,8781,8012,9624,4693,6277,2718,1665
72500,690,534,1697,2180,1056,752,984,271,300
78617,19,14,3,5,16,14,3,1,10
665635,0,10,0,0,3,2,0,2,0
100038700,3,5,5,1,6,10,2,0,2
100526499,0,0,0,0,0,0,0,0,0
73598,117,196,79,65,305,151,70,104,52
66617,467,777,1793,1324,1600,933,1596,490,311
72323,1087,1001,1992,1407,2862,2444,2218,554,662
20204,19,18,33,40,46,59,39,6,11
64292,22285,9610,4335,3901,51210,50550,5064,2984,7743
30934,1666,2206,3278,3068,5073,3368,2943,1473,1037
30931,484,562,1075,975,1456,928,759,340,315
227707,573,925,1160,940,1700,1039,843,629,402
74270,1081,1250,982,836,2398,1705,863,670,550
14269,2631,1502,4185,4370,3796,4518,5608,817,1236
320973,14,33,36,32,59,26,35,6,10
277463,1560,2456,2889,2853,4979,2787,2343,1367,903
14299,187,204,1637,1173,1020,536,3296,128,157
665700,106,194,331,393,201,731,510,145,162
11898,62,15,54,43,55,122,49,9,22
100862380,6,0,3,0,3,14,4,1,2
320267,2043,2430,3975,3057,5108,3927,3279,1463,1147
100504258,0,0,0,0,0,0,1,0,0
381359,0,0,1,2,0,0,1,0,0
227715,715,672,1951,1519,1760,1239,1201,444,399
11350,6770,4966,11436,12516,13113,11998,9981,3066,3425
227717,38,14,54,53,69,67,37,13,17
98970,2,0,16,32,1,3,41,0,0
23928,8,41,623,560,21,144,612,15,27
108897,140,690,1540,2168,1397,303,1297,442,137
227720,2373,2544,3808,4469,5808,3887,3909,1524,1390
100504305,86,67,59,48,125,147,96,62,52
241303,1,0,5,2,0,0,2,1,1
227721,33,16,14,11,42,53,6,6,13
227723,13105,15757,24716,25471,36548,22633,22654,9375,6695
99011,633,885,1065,1150,2047,970,797,560,427
22245,650,1098,704,640,1874,1069,587,616,419
72931,1364,3297,5209,4139,6402,3263,3975,1937,1088
99412,4113,5647,4537,4069,9998,6316,3921,3190,2474
13429,469,801,217,256,1270,967,338,473,320
387239,0,0,0,0,0,0,0,0,0
68379,2474,2728,3994,3761,5606,3464,3648,1769,1568
73737,698,1080,2050,2043,2667,1853,2821,521,449
16819,133258,24215,46444,37035,150550,350344,75727,13684,85072
96979,776,687,1561,1142,1802,1564,1166,384,450
227731,16547,11355,12402,14741,21550,21649,7163,5332,7961
71254,248,305,269,246,428,318,159,122,125
98952,7191,9075,12596,12092,21454,14204,13301,4816,3812
13481,493,1022,1556,1319,1896,1070,1215,548,408
227733,20,9,102,92,23,62,274,3,8
20448,1982,273,2433,1526,1873,6158,4144,112,881
50935,3307,304,1306,1350,1567,6229,1138,129,1440
11636,231,991,16179,11294,2496,1209,18373,578,233
13805,281,2272,2357,2344,3087,984,3383,1198,356
100316776,0,0,0,0,0,0,1,0,0
14287,823,1691,2157,1833,3270,1754,3167,1088,706
107951,2556,2202,3112,2729,5729,4846,3335,1508,1602
100499514,2,4,6,0,10,9,1,4,4
100628606,1,3,9,0,5,1,4,1,4
27387,82,143,124,98,216,101,76,95,51
70730,3,2,1,2,2,2,3,0,0
30933,728,1290,1078,712,2427,1263,927,784,439
338348,12,24,48,40,50,30,76,9,10
329384,130,242,408,217,339,198,304,116,77
227736,87,105,164,138,241,158,187,87,52
20910,1266,1327,1449,1401,3117,2423,1830,698,578
227737,18478,19448,18362,16233,40964,30158,17909,9367,10428
227738,472,688,538,650,1262,750,444,436,316
269261,1479,1155,2200,1087,1586,1617,1390,525,621
104367,111,122,418,272,257,337,369,98,91
56017,476,508,742,569,1064,605,437,266,226
99326,1804,709,443,580,1574,2344,483,491,1244
241308,228,306,36,45,588,430,46,209,164
26360,142,265,5863,6599,180,740,5328,88,128
241311,899,457,699,623,1875,1962,1077,257,510
71834,3028,4245,2272,1953,7920,4688,2821,2741,1770
16917,459,1283,1533,1454,1748,596,1102,980,367
100504399,1388,4822,2818,2522,7317,2573,3041,4870,1661
72543,901,636,5642,6417,1756,1401,4367,287,470
320482,0,0,0,1,0,3,0,0,1
100504427,0,0,0,0,0,0,1,0,0
18516,81,68,1241,1217,139,149,1044,33,46
96990,0,0,0,2,0,0,2,0,0
227743,1279,1656,3494,3618,3722,2192,2815,1016,829
66691,4857,4762,6323,5854,11942,9747,6754,3523,3133
14828,47340,35340,100292,113549,100594,105543,81118,30365,48402
227746,252,646,1465,1237,1089,467,1349,349,157
30050,1710,2105,3373,3210,4215,3095,2936,1456,1073
66998,642,1087,1469,1469,2097,1082,1031,837,516
77996,272,1043,88,121,2290,609,57,912,294
74016,36,56,490,579,168,79,264,26,24
22029,431,313,133,142,661,570,163,175,286
15139,95,725,16,28,694,295,81,637,244
98870,10,32,12,8,50,18,11,50,24
26920,1593,2116,3510,2202,4365,3015,3959,2098,1500
68365,4750,6168,7501,5772,13574,9991,8330,4151,3483
100504493,0,0,0,0,4,0,1,0,0
227753,5659,32074,26083,34306,51403,25158,30311,11881,7409
13830,1226,1445,2393,2726,4665,3766,2333,1106,958
75859,0,0,0,0,0,0,0,0,0
74854,0,0,0,2,0,0,0,0,0
14594,64,334,961,1337,1070,186,950,317,101
100042194,2,2,19,20,4,3,13,0,2
69601,2871,3503,9471,8741,8007,4982,6537,2397,1887
74410,47,117,51,40,158,89,36,59,23
77665,0,0,0,0,0,0,0,0,0
100038606,0,0,0,0,1,0,0,0,0
100861632,0,0,0,2,0,0,0,0,0
68375,162,338,517,267,412,197,225,107,82
75495,0,1,3,1,0,0,5,0,0
16874,4,8,51,62,50,8,101,13,5
67889,1730,2619,5713,5227,5924,3340,5555,2255,1353
67871,584,621,1182,1094,1392,913,1033,432,366
100504593,3,0,3,0,1,4,3,0,2
100861645,13,0,1,1,18,20,3,1,3
19224,286,110,657,451,595,622,833,113,194
258949,0,0,0,0,0,0,0,0,0
675440,18,16,29,29,31,23,24,4,5
258951,0,0,0,0,0,0,0,0,0
258953,0,0,0,0,0,0,0,0,0
258952,0,0,0,0,0,0,0,0,0
258950,0,0,0,0,0,0,0,0,0
258621,0,0,0,0,0,0,0,0,0
258947,0,0,0,0,0,0,0,0,0
258940,0,0,0,0,0,0,0,0,0
258945,0,0,0,0,0,0,0,0,0
258946,0,0,0,0,0,0,0,0,0
18350,0,0,0,0,0,0,0,0,0
18328,0,0,0,0,0,0,0,0,0
258620,0,0,0,0,0,0,0,0,0
258944,0,0,0,0,0,0,0,0,0
258942,0,0,0,0,0,0,0,0,0
258943,0,0,0,0,0,0,0,0,0
258941,0,0,0,0,0,0,0,0,0
258618,0,0,0,0,0,0,0,0,0
258617,0,0,0,0,0,0,0,0,0
258616,0,0,0,0,0,0,0,0,0
227789,0,0,0,0,0,0,0,0,0
258615,0,0,0,0,0,0,0,0,0
258365,0,0,0,0,0,0,0,0,0
259053,0,0,0,0,0,0,0,0,0
258656,0,0,0,0,0,0,0,0,0
236509,0,0,0,0,0,0,0,0,0
545417,0,0,0,0,0,0,0,0,0
258371,0,0,0,0,0,1,0,0,0
67466,1027,1278,2127,1848,2679,2017,1563,684,638
319817,2618,2968,4075,3086,6934,6966,5022,2422,1960
100217435,0,0,0,0,1,3,0,0,0
241322,735,1037,1150,744,2135,1521,1251,908,551
320633,195,218,159,108,280,272,232,196,82
227800,2024,3338,4167,4909,6911,3742,3906,2502,1727
338346,6,4,9,12,16,24,21,5,3
20744,1986,2302,2627,1836,4948,3777,2425,1616,1295
241324,3,0,10,8,2,5,7,0,0
227801,1213,1014,2060,2231,2526,1940,2160,622,607
16870,0,8,5,15,12,0,3,39,2
59126,1487,3145,1829,1384,6215,2338,1967,1672,1067
19177,2580,4412,7110,5064,8406,4718,4451,2310,1703
26423,4,4,7,12,13,6,8,2,3
14536,677,681,594,482,1539,1303,886,562,416
387176,0,1,1,0,0,0,0,0,0
723903,0,0,1,0,0,0,0,0,0
241327,55,63,738,810,99,87,1044,56,27
76646,0,2,1,2,3,3,2,2,3
66489,541,610,1005,837,1131,853,679,285,277
74192,582,1600,1852,1598,2821,1386,1209,987,485
76899,529,956,1056,1000,1961,1374,964,722,415
320271,1380,1458,2213,1358,2319,2858,3111,1730,1313
100042584,8,11,12,23,30,12,11,14,7
67857,1382,1803,2674,2241,4335,3103,2624,1316,966
94217,1,0,135,105,2,5,190,0,4
70789,15,101,2,2,100,50,2,135,113
76117,0,1,5,3,3,8,4,3,2
320872,0,0,0,0,0,0,0,0,0
227835,363,238,818,875,749,675,898,158,245
24136,33,72,191,201,87,327,263,76,98
100628598,0,0,0,0,0,0,0,0,0
433424,0,0,1,2,0,0,2,1,0
69405,0,0,0,0,0,0,0,0,0
100503843,0,0,0,0,0,0,0,0,0
11480,979,769,3436,3265,2080,2485,3110,555,678
26428,941,1228,2432,1584,2415,2126,2492,1030,805
109241,1396,1330,1833,1747,2991,2406,2833,873,864
227867,2267,3039,4526,3482,6837,5382,5066,1982,1731
16574,900,12742,1498,1292,18308,3372,1546,4519,1104
71897,0,0,50,54,2,4,44,10,3
320343,31,5,126,178,34,152,156,5,17
109129,1205,1847,3332,2762,3529,2173,2676,1067,903
100502624,1,1,3,2,5,3,3,3,0
227885,2947,3124,6078,4272,6386,3870,3747,1939,1678
74194,6945,3149,11026,10896,4036,4594,8662,1563,3044
329404,0,0,0,0,0,0,0,0,0
387511,0,0,0,0,0,0,0,0,0
433426,0,0,0,0,0,0,0,0,0
71684,205,594,644,524,1225,491,525,469,216
64685,325,700,486,446,1238,648,440,436,307
21930,377,348,692,688,389,3548,1696,130,497
51869,2481,2415,4341,2726,4585,4871,3761,2272,2027
17996,28,58,8,9,109,60,18,22,15
78049,0,0,0,0,0,0,0,0,0
75423,1987,2030,3980,2925,4167,3687,4031,1197,1262
12298,59,26,1142,765,76,80,1800,36,37
625631,362,496,524,191,691,430,331,204,178
56324,1774,2862,3781,3530,5971,3750,3623,1824,1267
71409,1408,3108,4237,3758,7627,3497,4332,1410,931
56194,3099,3862,5019,3428,9679,8169,5198,3211,2563
65103,543,826,1464,1188,1782,1201,1095,568,378
67874,2,1,1,2,4,3,0,1,1
271786,0,0,0,0,0,1,0,0,0
16519,0,0,0,0,1,0,0,0,0
18227,1207,355,5717,8259,2442,3187,4409,191,529
767815,0,0,4,4,0,0,0,0,0
75279,0,0,0,0,0,0,0,0,0
227923,6,20,14,11,23,7,19,10,4
14571,2054,1727,3530,3228,5095,4640,3356,897,1131
241391,5,0,5,6,3,7,2,0,0
77767,0,0,0,0,0,0,0,0,0
227929,1068,586,83,66,1987,1202,108,436,1081
100042926,1,0,0,1,4,3,0,4,3
269275,8,0,4,0,12,13,5,1,3
100502932,0,0,0,0,0,0,0,0,0
667062,3,5,10,2,5,4,0,1,1
11477,1753,2603,7786,5778,6200,4205,10637,1711,1413
76654,3,12,1,1,19,6,0,9,5
227933,22,10,70,37,80,79,86,18,27
227937,3097,3550,10486,8220,9018,5244,13552,2195,1811
76676,0,0,0,0,0,0,0,0,0
76747,0,5,11,10,3,2,12,43,1
100038999,218,254,256,218,542,287,205,155,114
66860,8916,4605,12076,12630,13817,15016,12590,2449,5248
72137,695,551,1374,1404,1172,918,1048,400,416
407823,3648,3121,6754,6551,7748,7294,9359,2745,2929
667103,1,0,0,0,0,2,5,1,0
100505179,45,42,38,44,92,99,39,28,43
57438,6093,4769,6887,3509,10603,11397,7305,3910,4381
66205,68,102,483,383,171,175,474,45,60
17076,227,1059,2147,1966,1882,623,1822,611,234
100039176,0,0,1,2,0,0,0,0,0
18779,17,19,1699,1480,35,107,2310,24,30
16420,979,751,415,329,1405,1291,458,361,587
56878,2297,1604,9371,7257,4287,4751,10556,1082,1290
100038493,2,2,1,2,1,0,2,0,2
21353,3345,1505,2531,1431,3923,6301,3212,927,1605
59029,1013,2073,3360,2777,4710,2128,2364,1498,858
21375,1,2,6,9,3,3,8,1,1
94229,2,1,3,0,0,4,0,0,1
13482,592,228,123,129,224,1785,208,70,297
14526,0,0,1,0,1,2,3,0,0
14089,49,80,55,76,58,299,112,35,56
71586,2094,1336,262,179,2760,3680,398,937,1303
227960,1801,1236,70,66,3016,3654,87,946,1092
170738,1,1,0,0,2,3,0,0,0
60344,5,3,23,9,6,3,9,0,4
100503492,7,4,11,3,7,9,4,2,1
50915,244,1329,1281,1140,2246,677,950,889,356
319876,5318,5180,9943,8942,12328,10139,10820,3439,3462
320106,0,10,11,34,4,2,18,6,3
20269,1,12,8,12,16,7,12,19,7
110876,5,9,52,45,14,21,38,7,3
77771,16,13,1,1,12,11,3,4,4
14425,4401,4134,2676,2005,11009,10666,2767,2677,2905
73668,496,934,1582,1651,1908,959,1461,637,413
20265,0,0,13,19,0,2,35,0,0
100038743,0,0,0,0,0,0,0,0,0
20274,0,0,2,9,0,1,9,0,0
20272,94,169,23547,27814,142,566,27849,69,146
383709,0,0,0,0,0,0,0,0,0
241431,0,2,0,0,27,0,1,10,1
26877,13,2,25,28,5,19,22,1,9
53416,5675,2070,7104,6251,8589,10713,5430,1162,3819
227998,0,0,0,0,0,0,0,0,0
75721,0,0,0,0,0,0,0,0,0
241447,104,1063,2014,1845,1857,443,1862,609,160
329416,3,8,19,22,15,22,18,7,4
66442,69,87,870,540,151,106,483,41,33
14378,0,0,1,1,0,0,1,0,0
27413,0,0,5,3,4,27,6,1,5
241452,495,95,908,611,166,697,1841,51,203
14725,6,37,70,58,46,13,99,28,5
72569,53,181,295,250,367,124,206,148,78
228003,3,6,10,12,20,8,12,9,2
320720,275,267,295,332,560,386,272,243,230
228005,2947,2048,5055,3103,6087,7177,6615,2081,2090
75051,117,147,95,66,325,199,84,222,119
674921,38,34,38,25,23,18,18,9,8
73373,152,379,560,600,1004,533,583,291,152
277396,300,281,2189,2028,825,491,1998,202,189
20823,3613,4035,12486,6740,9106,8905,12016,3726,3031
75422,169,241,466,427,587,409,336,177,155
68795,5271,5478,6831,5794,11306,10066,7365,3580,3469
329421,0,0,38,50,1,2,70,0,0
64406,1,0,27,20,1,1,25,1,0
68986,10,4,0,0,15,34,2,1,8
66748,95,33,21,20,81,159,18,16,34
14415,137,57,3,3,66,73,15,2,13
70231,5000,4152,9251,7982,12649,11335,8582,2464,2806
228012,2116,2051,3469,2933,5263,4390,3240,1467,1349
228019,279,285,391,417,696,371,265,225,162
75763,319,420,888,763,998,641,771,285,215
73649,127,106,489,412,410,163,384,62,85
13427,2941,3378,6284,6199,8373,6408,6527,2541,2293
78830,853,2272,2336,2107,4231,1665,1778,1542,748
107435,960,1022,3075,1966,2030,1629,2155,621,571
100861681,0,0,0,0,0,0,0,0,0
66559,263,224,425,274,480,519,482,199,200
100503424,87,51,57,43,92,136,76,50,79
13390,0,2,4,5,8,9,9,11,0
111970,1,0,1,0,0,0,2,4,0
13392,0,20,1,1,21,0,2,166,4
381371,0,0,1,3,0,0,3,1,0
16403,8949,14145,72924,67992,32828,24095,96587,8788,7447
228026,940,1453,1091,1141,3090,1454,1036,980,596
56508,58,96,239,174,236,111,155,65,48
100503680,1,1,2,0,1,1,2,0,0
65964,1832,2027,8289,8784,3969,2941,10647,1182,1149
66953,369,223,1440,1221,475,588,874,120,202
100861846,0,0,0,0,0,0,0,0,0
383712,3,0,5,0,1,1,0,0,0
74541,0,0,2,0,0,0,1,0,0
20687,2844,3326,6109,4205,7103,6081,5602,2522,2027
100503849,36,86,120,114,211,128,87,49,39
100628587,0,0,0,0,0,0,0,0,0
67059,1162,2189,3526,2556,4715,2490,2199,1448,930
381373,2,0,3,3,0,0,0,0,0
66935,105,189,176,162,281,155,168,116,103
74616,167,305,332,274,550,238,222,228,123
68526,127,1096,1336,906,1701,443,1585,420,122
215280,206,743,2951,3083,1511,468,2693,448,195
11435,0,2,5,4,3,3,6,0,1
100504117,15,62,52,40,76,42,47,42,16
329427,37,40,17,9,56,53,41,46,29
108699,158,385,60,45,797,280,45,228,119
11909,2738,2432,5435,4064,6005,5945,5682,2148,1871
100038532,1,6,3,0,7,2,1,2,2
228033,4281,7362,15856,12130,16646,10120,11645,3892,3221
73962,0,0,2,0,0,0,0,0,0
69605,758,662,1020,755,1453,1782,867,463,536
14029,0,1,0,0,0,0,0,0,0
15433,0,0,1,0,0,0,1,0,1
15432,0,0,0,0,0,0,0,0,0
15431,0,0,0,0,0,0,0,0,0
15430,1,1,0,2,1,1,1,0,1
15438,0,0,10,4,3,2,13,3,1
15437,1,2,10,10,10,5,30,6,0
73429,0,0,0,0,0,0,0,0,0
15434,0,2,5,3,2,1,6,0,2
15436,0,1,7,2,8,3,8,4,0
387144,0,0,0,0,0,0,0,0,0
399588,0,0,0,0,0,0,1,0,0
15429,0,0,0,2,0,0,0,0,0
53375,600,837,1812,1296,1871,1262,1227,587,372
667739,12869,11150,17020,15371,27012,22546,14551,6620,7692
545423,17,19,22,11,12,9,7,5,3
77269,0,0,0,0,0,0,0,0,0
100504729,0,0,0,0,0,0,0,0,0
229279,1323,1514,4188,2713,3660,3888,4075,1562,1442
18024,5748,6552,20456,14969,15513,10160,18967,4255,3181
320474,14,10,19,15,21,9,9,11,4
623453,146,129,219,241,328,237,236,79,70
228061,6609,34606,11264,7315,50370,18058,12396,20494,6975
72421,75,182,155,221,294,113,85,128,71
620631,1,2,2,2,2,0,1,2,0
78802,17,67,55,54,138,55,25,41,14
241489,1,1,9,6,0,9,16,0,1
13067,0,3,6,21,2,2,13,0,0
241490,710,951,1776,1417,2484,1612,1629,760,527
99031,71,42,379,431,108,141,449,22,42
23992,638,783,1080,1063,1467,860,850,485,427
381375,2,3,8,8,7,5,8,0,4
14231,18,43,755,710,61,86,656,35,20
83435,334,895,1956,1894,1861,686,1791,674,304
22138,42,29,55,52,95,121,133,23,26
545428,2174,926,766,727,2490,2554,1059,468,986
