,rownames,ENTREZID,SYMBOL,TXCHROM
242235,15689,242235,Lrit3,chr3
20132,15690,20132,Rrh,chr3
68147,15691,68147,Gar1,chr3
12630,15692,12630,Cfi,chr3
66350,15693,66350,Pla2g12a,chr3
12368,15694,12368,Casp6,chr3
66815,15695,66815,Mcub,chr3
99683,15696,99683,Sec24b,chr3
77018,15697,77018,Col25a1,chr3
71760,15698,71760,Etnppl,chr3
66357,15699,66357,Ostc,chr3
100862291,15700,100862291,NA,NA
68436,15701,68436,Rpl34,chr3
16842,15702,16842,Lef1,chr3
15107,15703,15107,Hadh,chr3
71519,15704,71519,Cyp2u1,chr3
100503594,15705,100503594,4930534D22Rik,NA
74442,15706,74442,Sgms2,chr3
23971,15707,23971,Papss1,chr3
100862309,15708,100862309,NA,NA
56811,15709,56811,Dkk2,chr3
433653,15710,433653,Gimd1,chr3
13722,15711,13722,Aimp1,chr3
100862343,15712,100862343,NA,NA
271981,15713,271981,Tbck,chr3
114249,15714,114249,Npnt,chr3
67553,15715,67553,Gstcd,chr3
71793,15716,71793,Ints12,chr3
77669,15717,77669,Arhgef38,chr3
74776,15718,74776,Ppa2,chr3
214133,15719,214133,Tet2,chr3
319478,15720,319478,Cxxc4,chr3
100316832,15721,100316832,Mir1895,chr3
75208,15722,75208,4930539C22Rik,chr3
21338,15723,21338,Tacr3,chr3
229841,15724,229841,Cenpe,chr3
69772,15725,69772,Bdh2,chr3
97086,15726,97086,Slc9b2,chr3
74446,15727,74446,Slc9b1,chr3
67006,15728,67006,Cisd2,chr3
319587,15729,319587,4930539J05Rik,chr3
66105,15730,66105,Ube2d3,chr3
110173,15731,110173,Manba,chr3
668745,15732,668745,NA,NA
18033,15733,18033,Nfkb1,chr3
791324,15734,791324,Gm9799,NA
67547,15735,67547,Slc39a8,chr3
71038,15736,71038,4933401H06Rik,chr3
100039350,15737,100039350,Gm16500,NA
242248,15738,242248,Bank1,chr3
70055,15739,70055,1700030L20Rik,chr3
19055,15740,19055,Ppp3ca,chr3
59308,15741,59308,Emcn,chr3
229862,15742,229862,Gm4861,chr3
73284,15743,73284,Ddit4l,chr3
51788,15744,51788,H2az1,chr3
100503440,15745,100503440,NA,NA
70604,15746,70604,Dnajb14,chr3
56692,15747,56692,Lamtor3,chr3
26377,15748,26377,Dapp1,chr3
100503465,15749,100503465,NA,NA
329763,15750,329763,Gm5105,chr3
17777,15751,17777,Mttp,chr3
108943,15752,108943,Trmt10a,chr3
67741,15753,67741,4930579F01Rik,chr3
68369,15754,68369,0610031O16Rik,chr3
11529,15755,11529,Adh7,chr3
11522,15756,11522,Adh1,chr3
69117,15757,69117,Adh6a,chr3
100417514,15758,100417514,Adh6b,chr3
639769,15759,639769,Adh6-ps1,chr3
26876,15760,26876,Adh4,chr3
11532,15761,11532,Adh5,chr3
75624,15762,75624,Metap1,chr3
13684,15763,13684,Eif4e,chr3
100316706,15764,100316706,Mir1956,chr3
74635,15765,74635,4930425O10Rik,chr3
56224,15766,56224,Tspan5,chr3
229877,15767,229877,Rap1gds1,chr3
229879,15768,229879,Gm4862,NA
381476,15769,381476,Stpg2,chr3
18598,15770,18598,Pdha2,chr3
22253,15771,22253,Unc5c,chr3
12167,15772,12167,Bmpr1b,chr3
56376,15773,56376,Pdlim5,chr3
229898,15774,229898,Gbp5,chr3
229900,15775,229900,Gbp7,chr3
55932,15776,55932,Gbp3,chr3
14468,15777,14468,Gbp2b,chr3
14469,15778,14469,Gbp2,chr3
229905,15779,229905,Kyat3,chr3
229906,15780,229906,Gtf2b,chr3
109333,15781,109333,Pkn2,chr3
320229,15782,320229,9530052C20Rik,chr3
320072,15783,320072,A830019L24Rik,chr3
621809,15784,621809,Gm6260,chr3
16911,15785,16911,Lmo4,chr3
545572,15786,545572,NA,NA
23908,15787,23908,Hs2st1,chr3
93684,15788,93684,Selenof,chr3
54673,15789,54673,Sh3glb1,chr3
12722,15790,12722,Clca3a1,chr3
80797,15791,80797,Clca3a2,chr3
229927,15792,229927,Clca3b,chr3
622139,15793,622139,Clca4c-ps,chr3
99709,15794,99709,Clca4b,chr3
100504497,15795,100504497,Gm16233,NA
99663,15796,99663,Clca4a,chr3
23844,15797,23844,Clca1,chr3
229933,15798,229933,Clca2,chr3
52184,15799,52184,Odf2l,chr3
71355,15800,71355,Col24a1,chr3
229937,15801,229937,Znhit6,chr3
16007,15802,16007,Ccn1,chr3
100216343,15803,100216343,Gm17501,NA
69219,15804,69219,Ddah1,chr3
100504532,15805,100504532,NA,NA
12042,15806,12042,Bcl10,chr3
66421,15807,66421,2410004B18Rik,chr3
214804,15808,214804,Syde2,chr3
242253,15809,242253,Dnai3,chr3
171166,15810,171166,Mcoln3,chr3
68279,15811,68279,Mcoln2,chr3
65086,15812,65086,Lpar3,chr3
100038607,15813,100038607,Gm10636,chr3
99167,15814,99167,Ssx2ip,chr3
74245,15815,74245,Ctbs,chr3
70951,15816,70951,Spata1,chr3
14707,15817,14707,Gng5,chr3
70285,15818,70285,Rpf1,chr3
56629,15819,56629,Dnase2b,chr3
22262,15820,22262,Uox,chr3
100286843,15821,100286843,Gm16325,chr3
75015,15822,75015,Samd13,chr3
18749,15823,18749,Prkacb,chr3
70892,15824,70892,Ttll7,chr3
99633,15825,99633,Adgrl2,chr3
100038391,15826,100038391,Gm10287,NA
381482,15827,381482,Gm1653,NA
100628568,15828,100628568,Mir3963,chr3
100504653,15829,100504653,4930555A03Rik,NA
170757,15830,170757,Adgrl4,chr3
99899,15831,99899,Ifi44,chr3
15061,15832,15061,Ifi44l,chr3
19220,15833,19220,Ptgfr,chr3
54120,15834,54120,Gipc2,chr3
67035,15835,67035,Dnajb4,chr3
51886,15836,51886,Fubp1,chr3
68810,15837,68810,Nexn,chr3
215708,15838,215708,Miga1,chr3
170822,15839,170822,Usp33,chr3
108946,15840,108946,Zzz3,chr3
229949,15841,229949,Ak5,chr3
99542,15842,99542,AI115009,chr3
329777,15843,329777,Pigk,chr3
26938,15844,26938,St6galnac5,chr3
20447,15845,20447,St6galnac3,chr3
545578,15846,545578,NA,NA
70594,15847,70594,5730460C07Rik,chr3
66772,15848,66772,Asb17,chr3
72317,15849,72317,Asb17os,chr3
55993,15850,55993,Msh4,chr3
19352,15851,19352,Rabggtb,chr3
100217468,15852,100217468,Snord45b,chr3
100217425,15853,100217425,Snord45c,chr3
11364,15854,11364,Acadm,chr3
242259,15855,242259,Slc44a5,chr3
16875,15856,16875,Lhx8,chr3
99686,15857,99686,AI606473,chr3
209584,15858,209584,Tyw3,chr3
12972,15859,12972,Cryz,chr3
209601,15860,209601,Erich3,chr3
435766,15861,435766,Tnni3k,chr3
75540,15862,75540,Fpgt,chr3
74435,15863,74435,Lrriq3,chr3
329780,15864,329780,9330178D15Rik,chr3
329782,15865,329782,4930570G19Rik,chr3
320840,15866,320840,Negr1,chr3
100502679,15867,100502679,Gm15577,NA
53861,15868,53861,Zranb2,chr3
387181,15869,387181,Mir186,chr3
19218,15870,19218,Ptger3,chr3
107869,15871,107869,Cth,chr3
433667,15872,433667,Ankrd13c,chr3
69207,15873,69207,Srsf11,chr3
67144,15874,67144,Lrrc40,chr3
242274,15875,242274,Lrrc7,chr3
624759,15876,624759,Gm20752,chr3
76131,15877,76131,Depdc1a,chr3
19892,15878,19892,Rpe65,chr3
68151,15879,68151,Wls,chr3
100312470,15880,100312470,Vmn1r2,chr4
100312471,15881,100312471,Vmn1r3,chr4
100039044,15882,100039044,NA,NA
666513,15883,666513,Gm11787,NA
100499523,15884,100499523,Mir3471-2,chr4
72098,15885,72098,Tmem68,chr4
116940,15886,116940,Tgs1,chr4
70143,15887,70143,2210414B05Rik,chr4
17096,15888,17096,Lyn,chr4
70720,15889,70720,6330407A03Rik,NA
67427,15890,67427,Rps20,chr4
17451,15891,17451,Mos,chr4
56711,15892,56711,Plag1,chr4
66433,15893,66433,Chchd7,chr4
242285,15894,242285,Sdr16c5,chr4
242286,15895,242286,Sdr16c6,chr4
18619,15896,18619,Penk,chr4
242291,15897,242291,Bpnt2,chr4
73872,15898,73872,4930423M02Rik,chr4
242297,15899,242297,Fam110b,chr4
100504030,15900,100504030,NA,NA
68053,15901,68053,Ubxn2b,chr4
13122,15902,13122,Cyp7a1,chr4
53378,15903,53378,Sdcbp,chr4
18201,15904,18201,Nsmaf,chr4
252838,15905,252838,Tox,chr4
71510,15906,71510,8430436N08Rik,chr4
12319,15907,12319,Car8,chr4
100039478,15908,100039478,Gm11810,NA
59021,15909,59021,Rab2a,chr4
666752,15910,666752,Gm8273,NA
320790,15911,320790,Chd7,chr4
74438,15912,74438,Clvs1,chr4
65973,15913,65973,Asph,chr4
320152,15914,320152,4930412C18Rik,chr4
242316,15915,242316,Gdf6,chr4
74662,15916,74662,4930448K20Rik,chr4
73624,15917,73624,1700123O12Rik,chr4
100499521,15918,100499521,Mir3471-1,chr4
67157,15919,67157,Cfap418,chr4
100039746,15920,100039746,NA,NA
71801,15921,71801,Plekhf2,chr4
76947,15922,76947,Ndufaf6,chr4
100503518,15923,100503518,Gm11827,chr4
735261,15924,735261,Mir684-2,chr4
60599,15925,60599,Trp53inp1,chr4
12448,15926,12448,Ccne2,chr4
72656,15927,72656,Ints8,chr4
381510,15928,381510,Dpy19l4,chr4
100861935,15929,100861935,NA,NA
207920,15930,207920,Esrp1,chr4
634834,15931,634834,Gm11821,NA
66185,15932,66185,Virma,chr4
623474,15933,623474,Rad54b,chr4
100503583,15934,100503583,Fsbp,chr4
14579,15935,14579,Gem,chr4
12557,15936,12557,Cdh17,chr4
381511,15937,381511,Pdp1,chr4
100503636,15938,100503636,1700123M08Rik,chr4
100038424,15939,100038424,Gm10604,NA
329795,15940,329795,Tmem67,chr4
77604,15941,77604,Rbm12b2,chr4
72397,15942,72397,Rbm12b1,chr4
68099,15943,68099,Cibar1,chr4
208820,15944,208820,Triqk,chr4
100039988,15945,100039988,Gm11826,NA
12395,15946,12395,Runx1t1,chr4
208890,15947,208890,Slc26a7,chr4
73314,15948,73314,Lrrc69,chr4
72201,15949,72201,Otud6b,chr4
72519,15950,72519,Pip4p2,chr4
100038514,15951,100038514,Gm11837,chr4
69352,15952,69352,Necab1,chr4
100201,15953,100201,Tmem64,chr4
12307,15954,12307,Calb1,chr4
67460,15955,67460,Decr1,chr4
27354,15956,27354,Nbn,chr4
209212,15957,209212,Osgin2,chr4
192656,15958,192656,Ripk2,chr4
100415915,15959,100415915,A530072M11Rik,chr4
17389,15960,17389,Mmp16,chr4
30952,15961,30952,Cngb3,chr4
70568,15962,70568,Cpne3,chr4
66302,15963,66302,Rmdn1,chr4
107568,15964,107568,Wwp1,chr4
74087,15965,74087,Slc7a13,chr4
242341,15966,242341,Atp6v0d2,chr4
74988,15967,74988,4930480G23Rik,chr4
50500,15968,50500,Ttpa,chr4
14590,15969,14590,Ggh,chr4
269513,15970,269513,Nkain3,chr4
230025,15971,230025,Prdm13,chr4
51813,15972,51813,Ccnc,chr4
77032,15973,77032,Tstd3,chr4
77593,15974,77593,Usp45,chr4
67735,15975,67735,4930528A17Rik,NA
66625,15976,66625,Pnisr,chr4
230027,15977,230027,Coq3,chr4
76132,15978,76132,Faxc,chr4
269514,15979,269514,Fbxl4,chr4
18992,15980,18992,Pou3f2,chr4
212377,15981,212377,Mms22l,chr4
212390,15982,212390,Klhl32,chr4
68493,15983,68493,Ndufaf4,chr4
319564,15984,319564,C230012O17Rik,NA
81006,15985,81006,Gpr63,chr4
57756,15986,57756,Fhl5,chr4
67490,15987,67490,Ufl1,chr4
625732,15988,625732,Gm11893,NA
14348,15989,14348,Fut9,chr4
242362,15990,242362,Manea,chr4
75360,15991,75360,4930548K13Rik,chr4
13841,15992,13841,Epha7,chr4
75332,15993,75332,4930556G01Rik,NA
26409,15994,26409,Map3k7,chr4
100038651,15995,100038651,D130062J21Rik,NA
100504106,15996,100504106,NA,NA
12014,15997,12014,Bach2,chr4
414068,15998,414068,Bach2os,chr4
14610,15999,14610,Gja10,chr4
26885,16000,26885,Casp8ap2,chr4
100019,16001,100019,Mdn1,chr4
108755,16002,108755,Lyrm2,chr4
140577,16003,140577,Ankrd6,chr4
52187,16004,52187,Rragd,chr4
100504166,16005,100504166,4933421O10Rik,chr4
56228,16006,56228,Ube2j1,chr4
14409,16007,14409,Gabrr2,chr4
14408,16008,14408,Gabrr1,chr4
242377,16009,242377,Pm20d2,chr4
272009,16010,272009,Srsf12,chr4
108767,16011,108767,Pnrc1,chr4
24018,16012,24018,Rngtt,chr4
12801,16013,12801,Cnr1,chr4
67652,16014,67652,Spaca1,chr4
636187,16015,636187,Gm20764,NA
433693,16016,433693,Akirin2,chr4
50793,16017,50793,Orc3,chr4
109093,16018,109093,Rars2,chr4
24060,16019,24060,Slc35a1,chr4
69329,16020,69329,Cfap206,chr4
214568,16021,214568,Gm136,chr4
66291,16022,66291,Smim8,chr4
30046,16023,30046,Zfp292,chr4
12640,16024,12640,Cga,chr4
73696,16025,73696,Platr9,chr4
214944,16026,214944,Mob3b,chr4
387510,16027,387510,Ifnk,chr4
73205,16028,73205,C9orf72,chr4
100504458,16029,100504458,Gm12367,NA
242384,16030,242384,Lingo2,chr4
100124458,16031,100124458,Mir876,chr4
100124457,16032,100124457,Mir873a,chr4
100042132,16033,100042132,Gm12371,chr4
75471,16034,75471,1700009N14Rik,chr4
11428,16035,11428,Aco1,chr4
230073,16036,230073,Rigi,chr4
106021,16037,106021,Topors,chr4
100504309,16038,100504309,Smim27,chr4
230075,16039,230075,Ndufb6,chr4
75819,16040,75819,4930509K18Rik,chr4
320500,16041,320500,Tmem215,chr4
71293,16042,71293,4933428C19Rik,chr4
66408,16043,66408,Aptx,chr4
622208,16044,622208,Gm6297,NA
15502,16045,15502,Dnaja1,chr4
387203,16046,387203,Mir207,chr4
74255,16047,74255,Smu1,chr4
14595,16048,14595,B4galt1,chr4
100628614,16049,100628614,Mir5123,chr4
20731,16050,20731,Spink4,chr4
12017,16051,12017,Bag1,chr4
76959,16052,76959,Chmp5,chr4
74164,16053,74164,Nfx1,chr4
100526501,16054,100526501,Mir3094,chr4
11832,16055,11832,Aqp7,chr4
11828,16056,11828,Aqp3,chr4
230082,16057,230082,Nol6,chr4
67615,16058,67615,Ube2r2,chr4
68926,16059,68926,Ubap2,chr4
68970,16060,68970,Dcaf12,chr4
67123,16061,67123,Ubap1,chr4
109242,16062,109242,Kif24,chr4
66401,16063,66401,Nudt2,chr4
329828,16064,329828,Myorg,chr4
100862160,16065,100862160,NA,NA
73721,16066,73721,1110017D15Rik,chr4
76992,16067,76992,Fam219aos,chr4
71901,16068,71901,Fam219a,chr4
68922,16069,68922,Dnai1,chr4
69638,16070,69638,Enho,chr4
12804,16071,12804,Cntfr,chr4
69961,16072,69961,Rpp25l,chr4
53598,16073,53598,Dctn3,chr4
550619,16074,550619,Arid3c,chr4
18391,16075,18391,Sigmar1,chr4
14430,16076,14430,Galt,chr4
16157,16077,16157,Il11ra1,chr4
20301,16078,20301,Ccl27a,chr4
100039789,16079,100039789,Gm12407,NA
100861610,16080,100861610,Gm21075,NA
100862170,16081,100862170,NA,NA
100862177,16082,100862177,Ccl21d,chr4
100861618,16083,100861618,Ccl19-ps1,NA
100041579,16084,100041579,Gm20878,chr4
100043920,16085,100043920,Fam205a4,NA
100041549,16086,100041549,NA,NA
100861635,16087,100861635,Gm21093,NA
100861647,16088,100861647,Gm21104,NA
100042539,16089,100042539,Gm3893,NA
100504346,16090,100504346,Gm13304,NA
100039848,16091,100039848,NA,NA
100039863,16092,100039863,Gm13306,NA
100504376,16093,100504376,NA,NA
100042555,16094,100042555,Gm13305,chr4
100862228,16097,100862228,NA,NA
100862237,16098,100862237,NA,NA
100042493,16099,100042493,Ccl21b,chr4_GL456350_random
621580,16101,621580,Gm21953,chr4
100862261,16103,100862261,Fam205a3,NA
100861661,16104,100861661,NA,NA
100861670,16105,100861670,NA,NA
100862247,16106,100862247,Gm21586,NA
100042519,16107,100042519,Gm3883,NA
100042524,16108,100042524,Gm13303,NA
545611,16109,545611,Fam205a2,chr4
100039331,16111,100039331,Gm2163,NA
100504239,16112,100504239,Gm10591,chr4_GL456350_random
100040035,16113,100040035,Gm2564,NA
100040048,16114,100040048,Ccl27b,chr4
100504407,16116,100504407,NA,NA
16158,16117,16158,Il11ra2,chr4
73350,16118,73350,1700045I11Rik,NA
100861715,16119,100861715,Gm21158,NA
24047,16120,24047,Ccl19,chr4
18829,16122,18829,Ccl21a,chr4_JH584294_random
100316865,16123,100316865,NA,NA
100861727,16124,100861727,NA,NA
277773,16125,277773,Fam205c,chr4
230085,16126,230085,Phf24,chr4
56323,16127,56323,Dnajb5,chr4
67317,16128,67317,1700022I11Rik,chr4
100862318,16129,100862318,NA,NA
269523,16130,269523,Vcp,chr4
60534,16131,60534,Fancg,chr4
56703,16132,56703,Pigo,chr4
66592,16133,66592,Stoml2,chr4
230088,16134,230088,Atosb,chr4
22249,16135,22249,Unc13b,chr4
320571,16136,320571,Atp8b5,chr4
100213,16137,100213,Rusc2,chr4
329831,16138,329831,Fam166b,chr4
21754,16139,21754,Tesk1,chr4
12517,16140,12517,Cd72,chr4
54390,16141,54390,Sit1,chr4
19782,16142,19782,Rmrp,chr4
622404,16143,622404,Ccdc107,chr4
230098,16144,230098,Arhgef39,chr4
100503819,16145,100503819,Gm12454,NA
230099,16146,230099,Car9,chr4
22004,16147,22004,Tpm2,chr4
21894,16148,21894,Tln1,chr4
12913,16149,12913,Creb3,chr4
230101,16150,230101,Gba2,chr4
242406,16151,242406,Rgp1,chr4
100039672,16152,100039672,Msmp,chr4
230103,16153,230103,Npr2,chr4
433700,16154,433700,Spag8,chr4
68917,16155,68917,Hint2,chr4
242408,16156,242408,Fam221b,chr4
242409,16157,242409,Tmem8b,chr4
56014,16158,56014,Or13e8,chr4
56015,16159,56015,Or13j1,chr4
100039781,16160,100039781,Hrct1,chr4
71406,16161,71406,Spaar,chr4
319973,16162,319973,A630077J23Rik,chr4
29849,16163,29849,Or13c7d,chr4
29848,16164,29848,Or13c7e-ps1,chr4
29846,16165,29846,Or13c7b,chr4
100040268,16166,100040268,Or13c7c,chr4
29845,16167,29845,Or13c7,chr4
53614,16168,53614,Reck,chr4
384009,16169,384009,Glipr2,chr4
442829,16170,442829,Ccin,chr4
12757,16171,12757,Clta,chr4
50798,16172,50798,Gne,chr4
623796,16173,623796,NA,NA
73469,16174,73469,Rnf38,chr4
100628618,16175,100628618,Mir5106,chr4
17279,16176,17279,Melk,chr4
100503944,16177,100503944,Gm19980,NA
18507,16178,18507,Pax5,chr4
100628590,16179,100628590,Mir5120,chr4
100503954,16180,100503954,NA,NA
319885,16181,319885,Zcchc7,chr4
76238,16182,76238,Grhpr,chr4
230119,16183,230119,Zbtb5,chr4
73405,16184,73405,1700055D18Rik,NA
64424,16185,64424,Polr1e,chr4
269529,16186,269529,Fbxo10,chr4
68512,16187,68512,Tomm5,chr4
666060,16188,666060,Frmpd1,chr4
78508,16189,78508,Frmpd1os,chr4
69934,16190,69934,Trmt10b,chr4
66362,16191,66362,Exosc3,chr4
242418,16192,242418,Dcaf10,chr4
230125,16193,230125,Slc25a51,chr4
230126,16194,230126,Shb,chr4
100040557,16195,100040557,Gm12408,chr4
329839,16196,329839,Gm829,chr4
100040567,16197,100040567,Gm12409,chr4
72535,16198,72535,Aldh1b1,chr4
75426,16199,75426,Igfbpl1,chr4
74152,16200,74152,Stra6l,chr4
381522,16201,381522,Ccdc180,chr4
100121,16202,100121,Tdrd7,chr4
21916,16203,21916,Tmod1,chr4
272027,16204,272027,Tstd2,chr4
433702,16205,433702,Ncbp1,chr4
22590,16206,22590,Xpa,chr4
110805,16207,110805,Foxe1,chr4
74753,16208,74753,Trmo,chr4
93966,16209,93966,Hemgn,chr4
67628,16210,67628,Anp32b,chr4
100503131,16211,100503131,NA,NA
94181,16212,94181,Nans,chr4
74735,16213,74735,Trim14,chr4
107684,16214,107684,Coro2a,chr4
381605,16215,381605,Tbc1d2,chr4
242425,16216,242425,Gabbr2,chr4
75691,16217,75691,Anks6,chr4
230145,16218,230145,Galnt12,chr4
12819,16219,12819,Col15a1,chr4
21812,16220,21812,Tgfbr1,chr4
56737,16221,56737,Alg2,chr4
66212,16222,66212,Sec61b,chr4
18124,16223,18124,Nr4a3,chr4
67727,16224,67727,Stx17,chr4
76299,16225,76299,Erp44,chr4
100316708,16226,100316708,Mir1958,chr4
16348,16227,16348,Invs,chr4
100503154,16228,100503154,Gm19579,NA
269536,16229,269536,Tex10,chr4
66665,16230,66665,Msantd3,chr4
230157,16231,230157,Tmeff1,chr4
100861629,16232,100861629,NA,NA
68016,16233,68016,Cavin4,chr4
272031,16234,272031,Plppr1,chr4
209186,16235,209186,Acnat2,chr4
230161,16236,230161,Acnat1,chr4
12012,16237,12012,Baat,chr4
28028,16238,28028,Mrpl50,chr4
230162,16239,230162,Zfp189,chr4
230163,16240,230163,Aldob,chr4
67063,16241,67063,Pgap4,chr4
109331,16242,109331,Rnf20,chr4
242443,16243,242443,Grin3a,chr4
19059,16244,19059,Ppp3r2,chr4
74914,16245,74914,Cylc2,chr4
329844,16246,329844,C630028M04Rik,chr4
72648,16247,72648,Smc2os,chr4
14211,16248,14211,Smc2,chr4
68274,16249,68274,Toporsl,chr4
75367,16250,75367,4930552N02Rik,chr4
258857,16251,258857,Or13f5,chr4
258821,16252,258821,Or13c3,chr4
258836,16253,258836,Or13c25,chr4
258600,16254,258600,Or13d1,chr4
73398,16255,73398,Nipsnap3a,chr4
66536,16256,66536,Nipsnap3b,chr4
11303,16257,11303,Abca1,chr4
78180,16258,78180,4930522O17Rik,chr4
381524,16259,381524,Mexis,chr4
100434,16260,100434,Slc44a1,chr4
100861652,16261,100861652,NA,NA
319636,16262,319636,Fsd1l,chr4
246179,16263,246179,Fktn,chr4
21350,16264,21350,Tal2,chr4
435784,16265,435784,Rps15a-ps8,NA
52076,16266,52076,Tmem38b,chr4
242466,16267,242466,Zfp462,chr4
100503249,16268,100503249,NA,NA
670211,16269,670211,Gm12508,NA
19359,16270,19359,Rad23b,chr4
100415914,16271,100415914,Gm12505,chr4
16600,16272,16600,Klf4,chr4
11471,16273,11471,Actl7b,chr4
11470,16274,11470,Actl7a,chr4
230233,16275,230233,Elp1,chr4
230234,16276,230234,Abitram,chr4
54366,16277,54366,Ctnnal1,chr4
242474,16278,242474,Tmem245,chr4
723837,16279,723837,Mir32,chr4
230235,16280,230235,Frrs1l,chr4
54357,16281,54357,Epb41l4b,chr4
329851,16282,329851,Gm12530,chr4
545622,16283,545622,Ptpn3,chr4
73349,16284,73349,1700042G15Rik,chr4
619973,16285,619973,Gm12538,NA
242481,16286,242481,NA,chr4
100038668,16287,100038668,Gm12526,NA
11641,16288,11641,NA,chr4
242484,16289,242484,D630039A03Rik,chr4
22166,16290,22166,Txn1,chr4
67402,16291,67402,Txndc8,chr4
64817,16292,64817,Svep1,chr4
18198,16293,18198,Musk,chr4
14745,16294,14745,Lpar1,chr4
100526502,16295,100526502,Mir3095,chr4
258922,16296,258922,Or2k2,chr4
230249,16297,230249,Ecpas,chr4
100041581,16298,100041581,Zkscan16,chr4
67103,16299,67103,Ptgr1,chr4
72429,16300,72429,Dnajc25,chr4
14700,16301,14700,Gng10,chr4
100155,16302,100155,Shoc1,chr4
22234,16303,22234,Ugcg,chr4
634731,16304,634731,Susd1,chr4
230257,16305,230257,Ptbp3,chr4
72479,16306,72479,Hsdl2,chr4
230259,16307,230259,E130308A19Rik,chr4
66209,16308,66209,Inip,chr4
209131,16309,209131,Snx30,chr4
30936,16310,30936,Slc46a2,chr4
17843,16311,17843,Mup4,chr4
620807,16312,620807,Mup6,chr4
100041658,16313,100041658,Mup7,chr4
17841,16314,17841,Mup2,chr4
100041687,16315,100041687,Mup8,chr4
100038948,16316,100038948,Mup9,chr4
17840,16317,17840,Mup1,chr4
100039008,16318,100039008,Mup10,chr4
100039028,16319,100039028,Mup11,chr4
100039054,16320,100039054,Mup12,chr4
100861909,16321,100861909,Mup22,chr4
100039089,16322,100039089,Mup13,chr4
100039116,16323,100039116,Mup14,chr4
100039150,16324,100039150,Mup15,chr4
100039019,16325,100039019,Mup-ps12,NA
100039177,16326,100039177,Mup16,chr4
100039206,16327,100039206,Mup17,chr4
100048884,16328,100048884,Mup18,chr4
100189605,16329,100189605,Mup19,chr4
17844,16330,17844,Mup5,chr4
381530,16331,381530,Mup20,chr4
17842,16332,17842,Mup3,chr4
381531,16333,381531,Mup21,chr4
22696,16334,22696,Zfp37,chr4
20530,16335,20530,Slc31a2,chr4
338355,16336,338355,Fkbp15,chr4
20529,16337,20529,Slc31a1,chr4
66440,16338,66440,Cdc26,chr4
70052,16339,70052,Prpf4,chr4
76072,16340,76072,Rnf183,chr4
71354,16341,71354,Wdr31,chr4
192120,16342,192120,Bspry,chr4
72748,16343,72748,Hdhd3,chr4
17025,16344,17025,Alad,chr4
59001,16345,59001,Pole3,chr4
214106,16346,214106,4933430I17Rik,chr4
50780,16347,50780,Rgs3,chr4
72701,16348,72701,Zfp618,chr4
11699,16349,11699,Ambp,chr4
16552,16350,16552,Kif12,chr4
373864,16351,373864,Col27a1,chr4
735262,16352,735262,Mir455,chr4
18405,16353,18405,Orm1,chr4
18407,16354,18407,Orm3,chr4
18406,16355,18406,Orm2,chr4
100182,16356,100182,Akna,chr4
66783,16357,66783,Aknaos,NA
73750,16358,73750,Whrn,chr4
66290,16359,66290,Atp6v1g1,chr4
100503980,16360,100503980,Gm11483,NA
230279,16361,230279,Tmem268,chr4
670833,16362,670833,Tex53,chr4
75524,16363,75524,Tex48,chr4
326623,16364,326623,Tnfsf15,chr4
21949,16365,21949,Tnfsf8,chr4
21923,16366,21923,Tnc,chr4
100504061,16367,100504061,8030451A03Rik,NA
18491,16368,18491,Pappa,chr4
56079,16369,56079,Astn2,chr4
69807,16370,69807,Trim32,chr4
21898,16371,21898,Tlr4,chr4
56710,16372,56710,Brinp1,chr4
214444,16373,214444,Cdk5rap2,chr4
230316,16374,230316,Megf9,chr4
21885,16375,21885,Tle1,chr4
68285,16376,68285,C630043F03Rik,NA
353204,16377,353204,Aldoart1,chr4
433719,16378,433719,Gm11487,chr4
623180,16379,623180,NA,NA
623197,16380,623197,Gm11237,chr4
100862015,16381,100862015,Gm11236,chr4
100502896,16382,100502896,Gm11238,chr4
100502924,16383,100502924,Gm38423,chr4
242502,16384,242502,Gm428,chr4
242505,16385,242505,Rasef,chr4
667768,16386,667768,Gm11240,chr4
545637,16387,545637,Gm11758,chr4
623272,16388,623272,Gm11757,NA
667780,16389,667780,Gm13871,NA
623281,16390,623281,Gm11756,chr4
71886,16391,71886,2310002L09Rik,chr4
242506,16392,242506,Frmd3,chr4
76804,16393,76804,Kdm4c,chr4
66928,16394,66928,Dmac1,chr4
19266,16395,19266,Ptprd,chr4
100046763,16396,100046763,NA,NA
22178,16397,22178,Tyrp1,chr4
52829,16398,52829,Lurap1l,chr4
17475,16399,17475,Mpdz,chr4
545641,16400,545641,Gm5860,chr4
18028,16401,18028,Nfib,chr4
76455,16402,76455,2310067E19Rik,NA
68268,16403,68268,Zdhhc21,chr4
12622,16404,12622,Cer1,chr4
329872,16405,329872,Frem1,chr4
69863,16406,69863,Ttc39b,chr4
790913,16407,790913,Gm11413,chr4
77634,16408,77634,Snapc3,chr4
101739,16409,101739,Psip1,chr4
100862057,16410,100862057,NA,NA
320226,16411,320226,Ccdc171,chr4
242509,16412,242509,Bnc2,chr4
338349,16413,338349,Cntln,chr4
20404,16414,20404,Sh3gl2,chr4
329876,16415,329876,Gm12680,NA
77739,16416,77739,Adamtsl1,chr4
75811,16417,75811,Saxo1,chr4
68441,16418,68441,Rraga,chr4
230376,16419,230376,Haus6,chr4
