gene_id,gene_id_version,chr,start,end,strand,gene_biotype,gene_name,gene_id_short
ENSMUSG00000053244,,,,,,,,
ENSMUSG00000053251,ENSMUSG00000053251.7,chr17,33308284.0,33329679.0,+,protein_coding,Zfp563,ENSMUSG00000053251
ENSMUSG00000053253,ENSMUSG00000053253.17,chr7,28620376.0,28642953.0,-,lncRNA,Gm44699,ENSMUSG00000053253
ENSMUSG00000053263,ENSMUSG00000053263.4,chr15,100511934.0,100513023.0,-,lncRNA,C330013E15Rik,ENSMUSG00000053263
ENSMUSG00000053268,ENSMUSG00000053268.8,chr13,97158372.0,97170870.0,-,protein_coding,1700029F12Rik,ENSMUSG00000053268
ENSMUSG00000053277,,,,,,,,
ENSMUSG00000053279,ENSMUSG00000053279.9,chr18,57447943.0,57448212.0,-,processed_pseudogene,Gm50200,ENSMUSG00000053279
ENSMUSG00000053286,ENSMUSG00000053286.12,chr11,29476408.0,29495279.0,+,protein_coding,Mtif2,ENSMUSG00000053286
ENSMUSG00000053287,ENSMUSG00000053287.5,chr2,5875798.0,5900243.0,-,protein_coding,Sec61a2,ENSMUSG00000053287
ENSMUSG00000053289,ENSMUSG00000053289.9,chr4,62857578.0,62857711.0,+,snoRNA,Gm25391,ENSMUSG00000053289
ENSMUSG00000053291,ENSMUSG00000053291.16,chr1,70635974.0,70636080.0,+,snRNA,Gm23422,ENSMUSG00000053291
ENSMUSG00000053293,ENSMUSG00000053293.10,chr19,11420917.0,11444419.0,+,protein_coding,Ms4a4b,ENSMUSG00000053293
ENSMUSG00000053297,ENSMUSG00000053297.15,chr9,20518754.0,20528567.0,+,lncRNA,Fbxl12os,ENSMUSG00000053297
ENSMUSG00000053303,ENSMUSG00000053303.15,chr18,45551656.0,45552220.0,-,processed_pseudogene,Gm18652,ENSMUSG00000053303
ENSMUSG00000053310,ENSMUSG00000053310.12,chr2,117687769.0,117941683.0,-,lncRNA,Gm13986,ENSMUSG00000053310
ENSMUSG00000053317,ENSMUSG00000053317.12,chr6,125122204.0,125138745.0,+,protein_coding,Iffo1,ENSMUSG00000053317
ENSMUSG00000053318,ENSMUSG00000053318.8,chr13,30997902.0,31158076.0,-,protein_coding,Exoc2,ENSMUSG00000053318
ENSMUSG00000053329,ENSMUSG00000053329.8,chr2,175432166.0,175445653.0,+,protein_coding,Gm11007,ENSMUSG00000053329
ENSMUSG00000053332,ENSMUSG00000053332.15,chr11,72851995.0,72883870.0,+,protein_coding,Atp2a3,ENSMUSG00000053332
ENSMUSG00000053333,ENSMUSG00000053333.16,chr14,68843476.0,68893291.0,-,protein_coding,Adam28,ENSMUSG00000053333
ENSMUSG00000053334,ENSMUSG00000053334.7,chr7,3439199.0,3464164.0,+,protein_coding,Cacng8,ENSMUSG00000053334
ENSMUSG00000053337,,,,,,,,
ENSMUSG00000053338,ENSMUSG00000053338.10,chrX,36477457.0,36485911.0,-,protein_coding,Rhox1,ENSMUSG00000053338
ENSMUSG00000053347,ENSMUSG00000053347.16,chr12,110144390.0,110154495.0,-,lncRNA,Gm34785,ENSMUSG00000053347
ENSMUSG00000053353,ENSMUSG00000053353.6,chr4,126215914.0,126219481.0,-,protein_coding,Tekt2,ENSMUSG00000053353
ENSMUSG00000053358,ENSMUSG00000053358.3,chr4,120758420.0,120758857.0,+,processed_pseudogene,Gm12871,ENSMUSG00000053358
ENSMUSG00000053360,ENSMUSG00000053360.5,chrX,113571894.0,113572163.0,+,processed_pseudogene,Gm14894,ENSMUSG00000053360
ENSMUSG00000053367,ENSMUSG00000053367.16,chr11,58737984.0,58752782.0,+,protein_coding,Gm12258,ENSMUSG00000053367
ENSMUSG00000053368,ENSMUSG00000053368.14,chr7,12568688.0,12584504.0,+,protein_coding,Zfp110,ENSMUSG00000053368
ENSMUSG00000053375,ENSMUSG00000053375.9,chr14,49261387.0,49266026.0,-,TEC,Gm49204,ENSMUSG00000053375
ENSMUSG00000053388,ENSMUSG00000053388.11,chrX,48971868.0,48980360.0,-,protein_coding,Or11n2,ENSMUSG00000053388
ENSMUSG00000053389,ENSMUSG00000053389.5,chr9,109657011.0,109661774.0,-,transcribed_processed_pseudogene,3000002C10Rik,ENSMUSG00000053389
ENSMUSG00000053390,ENSMUSG00000053390.17,chr14,3186883.0,3198431.0,-,lncRNA,Gm48099,ENSMUSG00000053390
ENSMUSG00000053391,ENSMUSG00000053391.6,chr9,88721217.0,88730243.0,+,protein_coding,Trim43c,ENSMUSG00000053391
ENSMUSG00000053395,ENSMUSG00000053395.16,chrX,37192954.0,37199784.0,-,protein_coding,Rhox12,ENSMUSG00000053395
ENSMUSG00000053398,ENSMUSG00000053398.12,chr18,80649420.0,80756286.0,-,protein_coding,Nfatc1,ENSMUSG00000053398
ENSMUSG00000053399,ENSMUSG00000053399.10,chr11,66892912.0,66902451.0,+,lncRNA,Gm12299,ENSMUSG00000053399
ENSMUSG00000053411,ENSMUSG00000053411.17,chr8,97238968.0,97240607.0,+,lncRNA,1700047G07Rik,ENSMUSG00000053411
ENSMUSG00000053414,ENSMUSG00000053414.9,chr12,26261266.0,26290706.0,+,lncRNA,4930480M12Rik,ENSMUSG00000053414
ENSMUSG00000053420,ENSMUSG00000053420.7,chrX,27357515.0,27380366.0,-,protein_coding,Gm10230,ENSMUSG00000053420
ENSMUSG00000053436,ENSMUSG00000053436.16,chr12,61241912.0,61281429.0,+,lncRNA,Gm48301,ENSMUSG00000053436
ENSMUSG00000053441,ENSMUSG00000053441.6,chr16,71046772.0,71064064.0,+,lncRNA,4930567J20Rik,ENSMUSG00000053441
ENSMUSG00000053442,ENSMUSG00000053442.5,chrX,36963655.0,36967821.0,-,protein_coding,Rhox8,ENSMUSG00000053442
ENSMUSG00000053453,ENSMUSG00000053453.10,chr5,53517998.0,53529116.0,-,lncRNA,Gm42745,ENSMUSG00000053453
ENSMUSG00000053460,ENSMUSG00000053460.9,chr19,25431324.0,25431427.0,-,snRNA,Gm26207,ENSMUSG00000053460
ENSMUSG00000053465,ENSMUSG00000053465.7,chr8,8662264.0,8665862.0,+,lncRNA,Gm45075,ENSMUSG00000053465
ENSMUSG00000053467,,,,,,,,
ENSMUSG00000053469,ENSMUSG00000053469.15,chr8,32089007.0,32153856.0,-,lncRNA,Gm38572,ENSMUSG00000053469
ENSMUSG00000053470,ENSMUSG00000053470.14,chr16,35208303.0,35208455.0,-,snRNA,Gm23518,ENSMUSG00000053470
ENSMUSG00000053472,ENSMUSG00000053472.4,chr19,5138566.0,5142909.0,+,protein_coding,Yif1a,ENSMUSG00000053472
ENSMUSG00000053475,ENSMUSG00000053475.6,chr19,6135013.0,6141807.0,+,protein_coding,Cdca5,ENSMUSG00000053475
ENSMUSG00000053477,ENSMUSG00000053477.19,chr17,63928900.0,63929251.0,-,processed_pseudogene,Gm49862,ENSMUSG00000053477
ENSMUSG00000053481,,,,,,,,
ENSMUSG00000053483,ENSMUSG00000053483.16,chr12,83810408.0,83839156.0,+,protein_coding,Papln,ENSMUSG00000053483
ENSMUSG00000053490,ENSMUSG00000053490.9,chr4,63813782.0,63814336.0,-,processed_pseudogene,Rpl17-ps4,ENSMUSG00000053490
ENSMUSG00000053499,ENSMUSG00000053499.5,chr3,63812850.0,63813139.0,+,processed_pseudogene,Gm34379,ENSMUSG00000053499
ENSMUSG00000053508,ENSMUSG00000053508.9,chr9,38674205.0,38676940.0,+,unprocessed_pseudogene,Gm47347,ENSMUSG00000053508
ENSMUSG00000053510,ENSMUSG00000053510.13,chr1,167273238.0,167294349.0,-,protein_coding,Lrrc52,ENSMUSG00000053510
ENSMUSG00000053519,ENSMUSG00000053519.18,chr16,56987764.0,56994776.0,+,lncRNA,Gm16892,ENSMUSG00000053519
ENSMUSG00000053522,ENSMUSG00000053522.12,chr3,122087234.0,122087352.0,-,miRNA,Mir760,ENSMUSG00000053522
ENSMUSG00000053528,ENSMUSG00000053528.7,chr2,162824175.0,162825181.0,-,processed_pseudogene,Gm11453,ENSMUSG00000053528
ENSMUSG00000053536,ENSMUSG00000053536.8,chrY,6237453.0,6237995.0,-,unprocessed_pseudogene,Gm21746,ENSMUSG00000053536
ENSMUSG00000053541,ENSMUSG00000053541.4,chr4,25353702.0,25354529.0,-,processed_pseudogene,Gm11897,ENSMUSG00000053541
ENSMUSG00000053545,ENSMUSG00000053545.7,chr3,96485188.0,96501497.0,-,protein_coding,Polr3gl,ENSMUSG00000053545
ENSMUSG00000053550,ENSMUSG00000053550.14,chr6,147339860.0,147377544.0,-,lncRNA,Gm6288,ENSMUSG00000053550
ENSMUSG00000053552,ENSMUSG00000053552.15,chr3,34074092.0,34124471.0,+,protein_coding,Fxr1,ENSMUSG00000053552
ENSMUSG00000053553,ENSMUSG00000053553.12,chr6,41498721.0,41502013.0,+,protein_coding,Prss2,ENSMUSG00000053553
ENSMUSG00000053559,ENSMUSG00000053559.14,chr9,38574113.0,38574532.0,-,processed_pseudogene,Gm47449,ENSMUSG00000053559
ENSMUSG00000053560,ENSMUSG00000053560.6,chr1,17746251.0,17797870.0,-,lncRNA,Gm16070,ENSMUSG00000053560
ENSMUSG00000053565,ENSMUSG00000053565.11,chr6,40868163.0,40868819.0,+,TR_V_gene,Trbv1,ENSMUSG00000053565
ENSMUSG00000053574,ENSMUSG00000053574.6,chr5,122820660.0,122820778.0,+,miRNA,Mir8115,ENSMUSG00000053574
ENSMUSG00000053580,ENSMUSG00000053580.17,chr5,119246299.0,119252608.0,+,lncRNA,1700081H04Rik,ENSMUSG00000053580
ENSMUSG00000053581,ENSMUSG00000053581.14,chr14,50918114.0,50930663.0,-,protein_coding,Or11h4b,ENSMUSG00000053581
ENSMUSG00000053583,,,,,,,,
ENSMUSG00000053588,ENSMUSG00000053588.5,chr7,4661653.0,4662962.0,+,TEC,Gm44878,ENSMUSG00000053588
ENSMUSG00000053593,ENSMUSG00000053593.11,chr2,14078386.0,14078864.0,+,lncRNA,Gm57420,ENSMUSG00000053593
ENSMUSG00000053600,ENSMUSG00000053600.9,chr14,56411208.0,56445192.0,+,lncRNA,Gm4022,ENSMUSG00000053600
ENSMUSG00000053603,ENSMUSG00000053603.5,chr14,17014306.0,17031708.0,+,protein_coding,Gm3194,ENSMUSG00000053603
ENSMUSG00000053604,ENSMUSG00000053604.6,chr14,105514313.0,105514420.0,-,snRNA,Gm24207,ENSMUSG00000053604
ENSMUSG00000053613,ENSMUSG00000053613.7,chrY,3886204.0,3886566.0,+,processed_pseudogene,Gm28429,ENSMUSG00000053613
ENSMUSG00000053615,ENSMUSG00000053615.2,chr2,151432469.0,151474513.0,-,protein_coding,Snph,ENSMUSG00000053615
ENSMUSG00000053617,ENSMUSG00000053617.13,chr3,48909171.0,48909334.0,+,snRNA,Gm23511,ENSMUSG00000053617
ENSMUSG00000053624,ENSMUSG00000053624.5,chr16,32144999.0,32145513.0,-,processed_pseudogene,Gm8387,ENSMUSG00000053624
ENSMUSG00000053626,ENSMUSG00000053626.6,chr11,72724287.0,72726206.0,+,processed_pseudogene,Gm6733,ENSMUSG00000053626
ENSMUSG00000053640,ENSMUSG00000053640.3,chr8,85598740.0,85614850.0,+,protein_coding,Syce2,ENSMUSG00000053640
ENSMUSG00000053641,ENSMUSG00000053641.10,chr18,63717807.0,63717913.0,+,snRNA,Gm24848,ENSMUSG00000053641
ENSMUSG00000053644,ENSMUSG00000053644.14,chr16,36400823.0,36401076.0,+,processed_pseudogene,Gm49663,ENSMUSG00000053644
ENSMUSG00000053646,ENSMUSG00000053646.14,chr14,43145769.0,43151289.0,-,protein_coding,Gm8127,ENSMUSG00000053646
ENSMUSG00000053647,ENSMUSG00000053647.5,chr7,127181555.0,127187767.0,-,protein_coding,Ccdc189,ENSMUSG00000053647
ENSMUSG00000053654,ENSMUSG00000053654.8,chrY,46939447.0,46939974.0,-,lncRNA,Gm28604,ENSMUSG00000053654
ENSMUSG00000053656,,,,,,,,
ENSMUSG00000053664,,,,,,,,
ENSMUSG00000053666,,,,,,,,
ENSMUSG00000053675,ENSMUSG00000053675.9,chr2,131333416.0,131367842.0,+,protein_coding,Smox,ENSMUSG00000053675
ENSMUSG00000053678,ENSMUSG00000053678.8,chr2,9274891.0,9275320.0,-,processed_pseudogene,Gm13221,ENSMUSG00000053678
ENSMUSG00000053684,ENSMUSG00000053684.9,chr10,5019192.0,5021975.0,+,lncRNA,Gm10097,ENSMUSG00000053684
ENSMUSG00000053687,ENSMUSG00000053687.16,chr11,109659312.0,109661425.0,+,lncRNA,Gm11684,ENSMUSG00000053687
ENSMUSG00000053693,ENSMUSG00000053693.17,chr11,6475295.0,6478841.0,-,lncRNA,Snhg15,ENSMUSG00000053693
ENSMUSG00000053695,ENSMUSG00000053695.4,chr2,108705271.0,108705603.0,-,processed_pseudogene,Rpl35a-ps4,ENSMUSG00000053695
ENSMUSG00000053702,ENSMUSG00000053702.17,chr16,38713033.0,38847521.0,+,protein_coding,Igsf11,ENSMUSG00000053702
ENSMUSG00000053706,,,,,,,,
ENSMUSG00000053714,ENSMUSG00000053714.10,chr9,106925002.0,106926208.0,+,processed_pseudogene,Gm17205,ENSMUSG00000053714
ENSMUSG00000053716,ENSMUSG00000053716.10,chr14,17790196.0,17790751.0,+,processed_pseudogene,Gm17073,ENSMUSG00000053716
ENSMUSG00000053719,ENSMUSG00000053719.11,chr12,64783176.0,64783306.0,+,snoRNA,Gm24066,ENSMUSG00000053719
ENSMUSG00000053720,ENSMUSG00000053720.5,chr6,30932958.0,30936013.0,-,protein_coding,Klf14,ENSMUSG00000053720
ENSMUSG00000053724,,,,,,,,
ENSMUSG00000053729,ENSMUSG00000053729.5,chr16,57589141.0,57589611.0,-,processed_pseudogene,Gm5674,ENSMUSG00000053729
ENSMUSG00000053730,ENSMUSG00000053730.16,chr3,92625992.0,92627657.0,-,protein_coding,Lce1f,ENSMUSG00000053730
ENSMUSG00000053740,ENSMUSG00000053740.9,chr15,85530284.0,85551880.0,+,lncRNA,Gm49539,ENSMUSG00000053740
ENSMUSG00000053742,ENSMUSG00000053742.9,chr14,89944241.0,89944372.0,+,snoRNA,Gm25415,ENSMUSG00000053742
ENSMUSG00000053746,ENSMUSG00000053746.9,chr17,28768385.0,28771594.0,+,protein_coding,Clpsl2,ENSMUSG00000053746
ENSMUSG00000053747,ENSMUSG00000053747.10,chr18,5611558.0,5611930.0,-,processed_pseudogene,Gm16147,ENSMUSG00000053747
ENSMUSG00000053749,ENSMUSG00000053749.13,chr8,52478022.0,52484306.0,-,lncRNA,Gm45389,ENSMUSG00000053749
ENSMUSG00000053754,ENSMUSG00000053754.15,chr6,92248398.0,92248553.0,-,processed_pseudogene,Gm44803,ENSMUSG00000053754
ENSMUSG00000053765,ENSMUSG00000053765.5,chr10,81395322.0,81402196.0,+,protein_coding,Tle5,ENSMUSG00000053765
ENSMUSG00000053768,ENSMUSG00000053768.14,chr19,7534824.0,7565910.0,+,protein_coding,Plaat3,ENSMUSG00000053768
ENSMUSG00000053769,ENSMUSG00000053769.6,chr9,104424485.0,104911743.0,+,protein_coding,Cpne4,ENSMUSG00000053769
ENSMUSG00000053773,ENSMUSG00000053773.6,chr2,26530384.0,26535956.0,+,lncRNA,Snhg7os,ENSMUSG00000053773
ENSMUSG00000053774,ENSMUSG00000053774.10,chr10,68856570.0,68869718.0,-,lncRNA,Gm33035,ENSMUSG00000053774
ENSMUSG00000053783,ENSMUSG00000053783.6,chrY,68142892.0,68146130.0,-,lncRNA,Gm29662,ENSMUSG00000053783
ENSMUSG00000053790,ENSMUSG00000053790.4,chr2,105845545.0,105845700.0,+,processed_pseudogene,Gm13992,ENSMUSG00000053790
ENSMUSG00000053797,ENSMUSG00000053797.11,chrY,64340009.0,64340623.0,-,transcribed_unprocessed_pseudogene,Gm29624,ENSMUSG00000053797
ENSMUSG00000053799,ENSMUSG00000053799.9,chr13,104310230.0,104314947.0,-,protein_coding,Shld3,ENSMUSG00000053799
ENSMUSG00000053801,ENSMUSG00000053801.19,chr10,81963847.0,81988899.0,+,protein_coding,AU041133,ENSMUSG00000053801
ENSMUSG00000053815,ENSMUSG00000053815.6,chr6,148262639.0,148266154.0,-,TEC,Gm44021,ENSMUSG00000053815
ENSMUSG00000053819,ENSMUSG00000053819.17,chr8,72077061.0,72124401.0,-,protein_coding,Unc13a,ENSMUSG00000053819
ENSMUSG00000053820,ENSMUSG00000053820.5,chr4,132079083.0,132080693.0,+,lncRNA,Gm17300,ENSMUSG00000053820
ENSMUSG00000053821,ENSMUSG00000053821.5,chr7,131917393.0,131920020.0,+,lncRNA,Gm10584,ENSMUSG00000053821
ENSMUSG00000053825,ENSMUSG00000053825.16,chr17,21419214.0,21420740.0,+,processed_pseudogene,Gm7742,ENSMUSG00000053825
ENSMUSG00000053830,ENSMUSG00000053830.5,chrY,44187468.0,44219789.0,-,protein_coding,Gm21739,ENSMUSG00000053830
ENSMUSG00000053835,ENSMUSG00000053835.18,chr13,37666361.0,37667126.0,+,lncRNA,Gm47732,ENSMUSG00000053835
ENSMUSG00000053838,ENSMUSG00000053838.15,chr7,19032185.0,19034695.0,-,lncRNA,Gm26802,ENSMUSG00000053838
ENSMUSG00000053839,,,,,,,,
ENSMUSG00000053841,ENSMUSG00000053841.16,chr13,93792228.0,93810810.0,-,protein_coding,Bhmt2,ENSMUSG00000053841
ENSMUSG00000053846,ENSMUSG00000053846.6,chr17,79058424.0,79058925.0,+,processed_pseudogene,Gm49863,ENSMUSG00000053846
ENSMUSG00000053852,ENSMUSG00000053852.12,chr10,37015277.0,37017325.0,-,lncRNA,Gm57009,ENSMUSG00000053852
ENSMUSG00000053856,ENSMUSG00000053856.8,chr9,122673594.0,122695071.0,-,protein_coding,Zfp445,ENSMUSG00000053856
ENSMUSG00000053861,,,,,,,,
ENSMUSG00000053862,ENSMUSG00000053862.7,chr6,123713845.0,123713971.0,-,snoRNA,Gm22724,ENSMUSG00000053862
ENSMUSG00000053863,ENSMUSG00000053863.4,chr17,66643977.0,66756745.0,-,protein_coding,Mtcl1,ENSMUSG00000053863
ENSMUSG00000053868,ENSMUSG00000053868.6,chr7,125146441.0,125147774.0,+,processed_pseudogene,Gm4973,ENSMUSG00000053868
ENSMUSG00000053870,ENSMUSG00000053870.8,chr2,25888555.0,25911759.0,-,protein_coding,Ubac1,ENSMUSG00000053870
ENSMUSG00000053873,ENSMUSG00000053873.2,chr5,149942140.0,150005649.0,+,protein_coding,Rxfp2,ENSMUSG00000053873
ENSMUSG00000053877,ENSMUSG00000053877.13,chr10,23897127.0,23897659.0,+,unprocessed_pseudogene,Gm15136,ENSMUSG00000053877
ENSMUSG00000053886,ENSMUSG00000053886.5,chrX,101924135.0,101925860.0,-,unprocessed_pseudogene,Gm9133,ENSMUSG00000053886
ENSMUSG00000053889,ENSMUSG00000053889.6,chr4,23260784.0,23392503.0,+,lncRNA,Gm11884,ENSMUSG00000053889
ENSMUSG00000053896,ENSMUSG00000053896.15,chr19,59249328.0,59284444.0,+,protein_coding,Slc18a2,ENSMUSG00000053896
ENSMUSG00000053897,ENSMUSG00000053897.16,chr13,58550062.0,58558962.0,+,protein_coding,Rmi1,ENSMUSG00000053897
ENSMUSG00000053898,ENSMUSG00000053898.13,chr14,79975871.0,79975968.0,+,miRNA,Mir759,ENSMUSG00000053898
ENSMUSG00000053906,,,,,,,,
ENSMUSG00000053907,ENSMUSG00000053907.11,chr18,75134951.0,75135015.0,+,snoRNA,Gm26202,ENSMUSG00000053907
ENSMUSG00000053909,ENSMUSG00000053909.9,chr8,61913911.0,61933569.0,-,lncRNA,Gm53435,ENSMUSG00000053909
ENSMUSG00000053914,ENSMUSG00000053914.10,chrX,59658416.0,59658857.0,-,processed_pseudogene,Gm14651,ENSMUSG00000053914
ENSMUSG00000053916,ENSMUSG00000053916.5,chr4,6365650.0,6408423.0,+,protein_coding,Sdcbp,ENSMUSG00000053916
ENSMUSG00000053925,ENSMUSG00000053925.6,chr12,100514698.0,100693242.0,-,protein_coding,Rps6ka5,ENSMUSG00000053925
ENSMUSG00000053929,ENSMUSG00000053929.19,chr8,72789089.0,72789499.0,+,processed_pseudogene,Gm45734,ENSMUSG00000053929
ENSMUSG00000053930,ENSMUSG00000053930.14,chr14,63102991.0,63103100.0,+,miRNA,Mir6541,ENSMUSG00000053930
ENSMUSG00000053931,ENSMUSG00000053931.12,chr3,66888723.0,67265729.0,+,protein_coding,Rsrc1,ENSMUSG00000053931
ENSMUSG00000053935,,,,,,,,
ENSMUSG00000053950,ENSMUSG00000053950.11,chr18,13505146.0,13505609.0,+,processed_pseudogene,Gm50093,ENSMUSG00000053950
ENSMUSG00000053957,ENSMUSG00000053957.7,chr16,45476678.0,45514021.0,-,protein_coding,Tmprss7,ENSMUSG00000053957
ENSMUSG00000053961,ENSMUSG00000053961.9,chr6,135289153.0,135296559.0,-,lncRNA,Gm36582,ENSMUSG00000053961
ENSMUSG00000053963,ENSMUSG00000053963.8,chr13,95613776.0,95615229.0,-,protein_coding,S100z,ENSMUSG00000053963
ENSMUSG00000053964,ENSMUSG00000053964.18,chr7,127307659.0,127307734.0,+,miRNA,Mir762,ENSMUSG00000053964
ENSMUSG00000053965,ENSMUSG00000053965.11,chr18,44960813.0,45022791.0,+,protein_coding,Ythdc2,ENSMUSG00000053965
ENSMUSG00000053977,ENSMUSG00000053977.14,chr11,101288415.0,101288594.0,-,snRNA,Gm25475,ENSMUSG00000053977
ENSMUSG00000053979,ENSMUSG00000053979.5,chr2,122257675.0,122257950.0,+,unprocessed_pseudogene,Gm14086,ENSMUSG00000053979
ENSMUSG00000053980,ENSMUSG00000053980.5,chr18,35904611.0,35942547.0,+,protein_coding,Ube2d2a,ENSMUSG00000053980
ENSMUSG00000053985,ENSMUSG00000053985.11,chr6,68839249.0,68840015.0,-,IG_V_gene,Igkv1-88,ENSMUSG00000053985
ENSMUSG00000053988,,,,,,,,
ENSMUSG00000054000,ENSMUSG00000054000.6,chr9,57507275.0,57513564.0,-,protein_coding,Cplx3,ENSMUSG00000054000
ENSMUSG00000054003,ENSMUSG00000054003.14,chr1,51566164.0,51568528.0,-,TEC,Gm37535,ENSMUSG00000054003
ENSMUSG00000054005,ENSMUSG00000054005.5,chr3,83032583.0,83036553.0,-,lncRNA,Gm10710,ENSMUSG00000054005
ENSMUSG00000054006,ENSMUSG00000054006.15,chr2,163348728.0,163414830.0,+,protein_coding,Hnf4a,ENSMUSG00000054006
ENSMUSG00000054008,ENSMUSG00000054008.10,chr17,29272310.0,29279141.0,+,lncRNA,Gm41556,ENSMUSG00000054008
ENSMUSG00000054013,ENSMUSG00000054013.7,chr13,94755788.0,94756435.0,+,TEC,Gm36991,ENSMUSG00000054013
ENSMUSG00000054021,ENSMUSG00000054021.7,chr3,55922339.0,55924589.0,-,TEC,Gm42840,ENSMUSG00000054021
ENSMUSG00000054027,ENSMUSG00000054027.9,chr4,42581840.0,42586871.0,+,transcribed_unprocessed_pseudogene,Gm2163,ENSMUSG00000054027
ENSMUSG00000054031,ENSMUSG00000054031.15,chr3,113187159.0,113198765.0,-,protein_coding,Amy2a4,ENSMUSG00000054031
ENSMUSG00000054032,,,,,,,,
ENSMUSG00000054033,ENSMUSG00000054033.7,chr7,97055347.0,97055534.0,+,processed_pseudogene,Gm16053,ENSMUSG00000054033
ENSMUSG00000054034,ENSMUSG00000054034.11,chr8,20143722.0,20180155.0,+,lncRNA,6820431F20Rik,ENSMUSG00000054034
ENSMUSG00000054036,ENSMUSG00000054036.7,chr9,30401255.0,30401672.0,+,processed_pseudogene,Gm47714,ENSMUSG00000054036
ENSMUSG00000054040,,,,,,,,
ENSMUSG00000054044,,,,,,,,
ENSMUSG00000054046,ENSMUSG00000054046.8,chr13,76111776.0,76111906.0,-,snoRNA,Gm23319,ENSMUSG00000054046
ENSMUSG00000054051,ENSMUSG00000054051.8,chr7,3538127.0,3539595.0,-,TEC,Gm44165,ENSMUSG00000054051
ENSMUSG00000054052,ENSMUSG00000054052.6,chr14,18428403.0,18445832.0,-,protein_coding,Gm5796,ENSMUSG00000054052
ENSMUSG00000054054,ENSMUSG00000054054.4,chr2,3687399.0,3688467.0,+,processed_pseudogene,Gm13181,ENSMUSG00000054054
ENSMUSG00000054057,ENSMUSG00000054057.3,chr16,38418702.0,38533636.0,-,protein_coding,Arhgap31,ENSMUSG00000054057
ENSMUSG00000054061,ENSMUSG00000054061.10,chr11,57987930.0,57988599.0,-,processed_pseudogene,Gm12247,ENSMUSG00000054061
ENSMUSG00000054065,ENSMUSG00000054065.13,chrX,42562660.0,42562831.0,-,processed_pseudogene,Gm14588,ENSMUSG00000054065
ENSMUSG00000054069,ENSMUSG00000054069.9,chr3,103679268.0,103696718.0,+,lncRNA,Gm15886,ENSMUSG00000054069
ENSMUSG00000054072,ENSMUSG00000054072.13,chr16,55916077.0,55917202.0,-,processed_pseudogene,Gm18723,ENSMUSG00000054072
ENSMUSG00000054074,ENSMUSG00000054074.11,chr16,32882891.0,32948065.0,+,protein_coding,Lmln,ENSMUSG00000054074
ENSMUSG00000054079,ENSMUSG00000054079.13,chrY,7377152.0,7377469.0,-,unprocessed_pseudogene,Gm28399,ENSMUSG00000054079
ENSMUSG00000054083,ENSMUSG00000054083.9,chr16,93166608.0,93166704.0,+,miRNA,Mir802,ENSMUSG00000054083
ENSMUSG00000054087,ENSMUSG00000054087.12,chr9,78302238.0,78303440.0,-,lncRNA,4930542C12Rik,ENSMUSG00000054087
ENSMUSG00000054091,ENSMUSG00000054091.10,chr10,121423285.0,121462237.0,-,protein_coding,Xpot,ENSMUSG00000054091
ENSMUSG00000054099,ENSMUSG00000054099.12,chr2,85850977.0,85875515.0,+,protein_coding,Or5m3b,ENSMUSG00000054099
ENSMUSG00000054102,ENSMUSG00000054102.16,chr11,94647802.0,94648589.0,-,unprocessed_pseudogene,Gm11545,ENSMUSG00000054102
ENSMUSG00000054106,ENSMUSG00000054106.8,chr17,31866055.0,31877866.0,-,protein_coding,U2af1,ENSMUSG00000054106
ENSMUSG00000054115,ENSMUSG00000054115.13,chr8,61833543.0,61834421.0,-,processed_pseudogene,Gm7432,ENSMUSG00000054115
ENSMUSG00000054116,ENSMUSG00000054116.2,chr5,118302713.0,118327543.0,+,protein_coding,Hrk,ENSMUSG00000054116
ENSMUSG00000054117,ENSMUSG00000054117.9,chr9,56706246.0,56708545.0,-,lncRNA,Gm47235,ENSMUSG00000054117
ENSMUSG00000054123,,,,,,,,
ENSMUSG00000054128,ENSMUSG00000054128.17,chr13,98935119.0,98937918.0,-,lncRNA,D130062J10Rik,ENSMUSG00000054128
ENSMUSG00000054134,ENSMUSG00000054134.15,chr14,5515628.0,5516219.0,-,processed_pseudogene,Gm18078,ENSMUSG00000054134
ENSMUSG00000054135,ENSMUSG00000054135.3,chr13,117738856.0,118123954.0,+,protein_coding,Hcn1,ENSMUSG00000054135
ENSMUSG00000054136,ENSMUSG00000054136.7,chr9,45023320.0,45024153.0,-,TEC,Gm47596,ENSMUSG00000054136
ENSMUSG00000054141,ENSMUSG00000054141.6,chr11,97170954.0,97173723.0,+,lncRNA,Gm11592,ENSMUSG00000054141
ENSMUSG00000054142,ENSMUSG00000054142.6,chr12,110563042.0,110563540.0,-,lncRNA,Gm35558,ENSMUSG00000054142
ENSMUSG00000054146,ENSMUSG00000054146.9,chrY,36603548.0,36604243.0,+,unprocessed_pseudogene,Gm28812,ENSMUSG00000054146
ENSMUSG00000054150,ENSMUSG00000054150.13,chr3,10244912.0,10262322.0,-,protein_coding,Gm37389,ENSMUSG00000054150
ENSMUSG00000054156,ENSMUSG00000054156.10,chr3,119432393.0,119432523.0,-,snoRNA,Gm23432,ENSMUSG00000054156
ENSMUSG00000054160,ENSMUSG00000054160.3,chr3,96618806.0,96634944.0,-,protein_coding,Polr3c,ENSMUSG00000054160
